case,language,num_particles,rmse,time_mean_sec,time_std_sec
case1_linear_gaussian,Python(Numba),10000,0.6340060066776182,2.204322056199976,0.00972277177071255
case2_gordon_nonlinear,Python(Numba),10000,0.5029643179323476,2.1269952443999953,0.019964626048039124
case3_positive_rw_poisson,Python(Numba),10000,0.8723747334126506,2.3666803136000225,0.010789334816282962
