case,language,num_particles,rmse,time_mean_sec,time_std_sec
case1_linear_gaussian,Julia,10000,0.6340141889197831,1.370006837,0.009134170228000643
case2_gordon_nonlinear,Julia,10000,0.5034493251176781,1.2020302541999999,0.025417696833814504
case3_positive_rw_poisson,Julia,10000,0.8697725357188443,1.5070492357999998,0.007064416673567669
